4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,1,2,2,2,2,2,2,2,2,3,2,2,11,2,2,3,2,3
2,2,2,7,2,2,2,3,2,2,2,2,3,2,3,2,2,3,2
2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2
2,3,2,2,3,3,2,2,9,2,2,2,11,1,1,1,1,9,3
8,8,3,8,8,8,8,8,8,8,9,8,8,8,8,8,8,3,8
3,8,3,8,3,8,8,8,8,8,8,8,7,8,3,9,8,9,8
3,8,8,8,8,8,3,8,8,11,8,3,8,3,8,8,3,8,8
8,11,8,8,3,8,8,8,8,8,8,8,8,8,9,8,8,3,8
3,5,5,5,5,5,5,5,1,5,5,1,5,3,5,5,3,5,5
5,3,5,9,5,1,5,9,5,5,5,5,5,5,5,5,5,5,3
3,5,7,5,5,5,5,5,5,5,3,5,11,5,5,3,5,5,5
6,6,6,6,6,6,6,3,6,6,6,6,3,3,6,3,6,6,6
6,9,6,6,6,6,6,6,6,6,6,3,6,6,6,3,6,11,6
