4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3,3,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3
2,2,2,2,11,3,3,3,3,2,2,2,3,2,2,2,11,2,3
2,3,7,2,2,2,3,2,2,2,11,2,2,2,3,2,2,2,2
2,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,2
2,11,2,2,2,2,3,2,3,3,2,2,7,2,2,2,2,2,2
3,3,2,11,11,10,3,2,3,2,2,11,11,11,2,3,3,3,3
8,8,2,11,3,2,3,8,2,3,8,3,3,3,8,2,2,8,8
8,3,8,11,3,8,3,8,8,8,8,8,8,3,3,3,3,3,8
8,8,3,3,3,8,3,8,7,3,3,3,8,11,8,11,8,9,8
8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8
5,11,3,3,11,8,3,5,3,3,3,8,3,8,3,5,11,5,3
6,5,5,5,5,5,5,5,5,3,5,3,5,3,5,3,5,3,5
6,6,1,6,3,6,3,3,3,6,3,6,3,6,3,6,3,6,3
