4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2
2,2,3,2,2,11,11,2,2,3,2,2,11,11,2,2,3,2,2
2,3,2,3,2,2,2,2,3,2,3,2,2,2,2,3,2,3,2
3,2,3,2,3,2,2,3,2,3,2,3,2,2,3,2,3,2,3
11,3,11,3,2,11,2,11,3,11,3,11,2,11,2,3,11,3,11
1,8,3,8,8,8,8,8,8,3,8,8,8,8,8,8,3,8,1
8,8,8,8,8,3,3,8,8,10,8,8,3,3,8,8,8,8,8
3,8,8,8,3,8,8,3,8,7,8,3,8,8,3,8,8,8,3
8,3,8,3,8,5,7,5,3,5,3,5,7,5,8,3,8,3,8
5,5,9,5,5,3,3,5,5,5,5,5,3,3,5,5,9,5,5
3,6,1,6,3,6,9,3,5,6,5,3,9,6,3,6,1,6,3
6,3,9,3,6,6,6,6,3,6,3,6,6,6,6,3,9,3,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
